data_state,lic_type,standard_app_type,year,mean,median,count,count_over30days,pct_over30days,count_over60days,pct_over60days,count_over90days,pct_over90days,count_over120days,pct_over120days,count_over180days,pct_over180days,count_over1year,pct_over1year
CT,LPN,Endorsement+Exam+Other+Unknown,2021,119,79,399,352,0.8822055137844611,242,0.606516290726817,172,0.43107769423558895,132,0.3308270676691729,73,0.18295739348370926,17,0.042606516290726815
CT,LPN,Endorsement+Exam+Other+Unknown,Pending as of 11/04/21,164,175,325,325,1,309,0.9507692307692308,265,0.8153846153846154,216,0.6646153846153846,115,0.35384615384615387,0,0
CT,RN,Endorsement+Exam+Other+Unknown,2020,44,19,9854,4244,0.43068804546377104,2560,0.2597929774710777,1467,0.1488735538867465,812,0.08240308504160747,337,0.034199309924903595,69,0.007002232595900142
CT,RN,Endorsement+Exam+Other+Unknown,2021,50,22,7574,3289,0.4342487457090045,1954,0.25798785318193823,1087,0.14351729601267493,617,0.08146289939265909,315,0.041589648798521256,89,0.011750726168471086
CT,RN,Endorsement+Exam+Other+Unknown,Pending as of 11/04/21,139,127,1554,1554,1,1343,0.8642213642213642,1001,0.6441441441441441,815,0.5244530244530244,432,0.277992277992278,0,0
FL,LPN,Endorsement+Exam+Other+Unknown,2020,62,43,4096,2617,0.638916015625,1389,0.339111328125,813,0.198486328125,492,0.1201171875,240,0.05859375,28,0.0068359375
FL,LPN,Endorsement+Exam+Other+Unknown,2021,61,39,3423,2017,0.5892491966111598,1098,0.32077125328659073,644,0.18813905930470348,401,0.11714869997078586,215,0.06281040023371312,32,0.009348524685947998
FL,RN,Endorsement+Exam+Other+Unknown,2020,63,46,24036,15157,0.630595773007156,9133,0.37997170910301215,4920,0.20469296055916125,2780,0.11565984356798135,1152,0.04792810783824263,140,0.0058245964386753205
FL,RN,Endorsement+Exam+Other+Unknown,2021,58,38,23967,13448,0.5611048525055284,7741,0.3229857721033087,3991,0.16652063253640423,2253,0.09400425585179623,1147,0.047857470688863854,186,0.0077606709225184626
HI,LPN,Endorsement+Exam+Other+Unknown,2021,50,51,59,42,0.711864406779661,20,0.3389830508474576,9,0.15254237288135594,3,0.05084745762711865,0,0,0,0
HI,LPN,Endorsement+Exam+Other+Unknown,Pending as of 11/19/21,153,146,158,158,1,153,0.9683544303797469,128,0.810126582278481,93,0.5886075949367089,55,0.34810126582278483,0,0
HI,RN,Endorsement+Exam+Other+Unknown,2021,52,51,1687,1057,0.6265560165975104,718,0.42560758743331356,351,0.2080616478956728,117,0.06935388263189093,3,0.0017783046828689982,0,0
HI,RN,Endorsement+Exam+Other+Unknown,Pending as of 11/19/21,136,107,1396,1396,1,1360,0.9742120343839542,907,0.6497134670487106,634,0.45415472779369626,404,0.28939828080229224,0,0
IA,LPN,Endorsement+Exam+Other+Unknown,2020,78,61,760,683,0.8986842105263158,388,0.5105263157894737,177,0.23289473684210527,96,0.12631578947368421,43,0.056578947368421055,10,0.013157894736842105
IA,LPN,Endorsement+Exam+Other+Unknown,2021,70,55,639,566,0.8857589984350548,280,0.4381846635367762,122,0.19092331768388107,58,0.09076682316118936,29,0.04538341158059468,5,0.00782472613458529
IA,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,136,127,148,143,0.9662162162162162,115,0.777027027027027,94,0.6351351351351351,77,0.5202702702702703,38,0.25675675675675674,0,0
IA,RN,Endorsement+Exam+Other+Unknown,2020,77,60,2974,2493,0.8382649630127774,1485,0.49932750504371215,740,0.2488231338264963,422,0.14189643577673167,194,0.0652320107599193,26,0.008742434431741762
IA,RN,Endorsement+Exam+Other+Unknown,2021,78,61,2643,2234,0.845251608021188,1323,0.5005675368898979,680,0.25728339008702233,362,0.13696556942867952,173,0.06545592130155127,23,0.00870223231176693
IA,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,136,120,785,758,0.9656050955414013,629,0.8012738853503185,513,0.6535031847133758,390,0.4968152866242038,226,0.2878980891719745,0,0
IL,LPN,Endorsement+Exam+Other+Unknown,2020,88,67,1456,1261,0.8660714285714286,844,0.5796703296703297,406,0.27884615384615385,254,0.17445054945054944,139,0.09546703296703296,28,0.019230769230769232
IL,LPN,Endorsement+Exam+Other+Unknown,2021,92,58,1191,1015,0.852225020990764,576,0.4836272040302267,324,0.27204030226700254,224,0.18807724601175482,141,0.11838790931989925,36,0.030226700251889168
IL,RN,Endorsement+Exam+Other+Unknown,2020,101,77,13786,10650,0.7725228492673727,8483,0.6153343972145655,5518,0.4002611344842594,3546,0.2572174669955027,1896,0.13753082837661396,478,0.034672856521108374
IL,RN,Endorsement+Exam+Other+Unknown,2021,110,70,11928,9257,0.7760731052984574,6912,0.579476861167002,4273,0.35823272971160297,2753,0.2308014755197854,1665,0.13958752515090544,715,0.05994299128101945
IN,LPN,Endorsement+Exam+Other+Unknown,2020,85,69,867,699,0.8062283737024222,494,0.5697808535178778,261,0.30103806228373703,157,0.18108419838523646,73,0.08419838523644751,20,0.02306805074971165
IN,LPN,Endorsement+Exam+Other+Unknown,2021,92,72,631,536,0.849445324881141,387,0.6133122028526149,204,0.3232963549920761,123,0.1949286846275753,65,0.10301109350237718,11,0.017432646592709985
IN,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/07/21,110,84,383,343,0.8955613577023499,245,0.639686684073107,180,0.4699738903394256,143,0.3733681462140992,83,0.21671018276762402,0,0
IN,RN,Endorsement+Exam+Other+Unknown,2020,89,76,8012,6474,0.8080379430853719,4873,0.6082126809785322,3233,0.40351972041937095,1955,0.24400898652021968,600,0.07488766849725412,67,0.00836245631552671
IN,RN,Endorsement+Exam+Other+Unknown,2021,91,80,5789,4776,0.8250129556054586,3675,0.6348246674727932,2512,0.433926412160995,1303,0.22508205216790464,400,0.0690965624460183,60,0.010364484366902746
IN,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/07/21,105,77,2358,1972,0.8363019508057676,1338,0.5674300254452926,1071,0.4541984732824427,848,0.359626802374894,547,0.23197625106022052,0,0
KY,LPN,Endorsement+Exam+Other+Unknown,2020,90,69,823,736,0.8942891859052248,479,0.5820170109356014,272,0.330498177399757,165,0.20048602673147023,72,0.08748481166464156,13,0.015795868772782502
KY,LPN,Endorsement+Exam+Other+Unknown,2021,86,56,729,544,0.7462277091906722,337,0.46227709190672156,200,0.27434842249657065,146,0.20027434842249658,80,0.10973936899862825,25,0.03429355281207133
KY,RN,Endorsement+Exam+Other+Unknown,2020,86,71.5,4590,3926,0.8553376906318083,2730,0.5947712418300654,1682,0.3664488017429194,872,0.18997821350762528,294,0.06405228758169934,48,0.01045751633986928
KY,RN,Endorsement+Exam+Other+Unknown,2021,86,66,4059,3097,0.7629958117762996,2212,0.5449618132544962,1304,0.32126139443212615,716,0.17639812761763982,335,0.08253264350825326,95,0.02340477950234048
LA,LPN,Endorsement+Exam+Other+Unknown,2020,97,75,1078,1004,0.9313543599257885,709,0.6576994434137291,407,0.37755102040816324,216,0.20037105751391465,97,0.08998144712430427,28,0.025974025974025976
LA,LPN,Endorsement+Exam+Other+Unknown,2021,98,74,828,781,0.9432367149758454,574,0.6932367149758454,271,0.3272946859903382,142,0.17149758454106281,74,0.0893719806763285,19,0.022946859903381644
LA,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/06/21,120,133,255,221,0.8666666666666667,196,0.7686274509803922,156,0.611764705882353,140,0.5490196078431373,38,0.14901960784313725,0,0
MA,LPN,Endorsement+Exam+Other+Unknown,2020,69,48,978,707,0.7229038854805726,375,0.3834355828220859,197,0.20143149284253578,129,0.13190184049079753,66,0.06748466257668712,12,0.012269938650306749
MA,LPN,Endorsement+Exam+Other+Unknown,2021,70,40,722,476,0.6592797783933518,220,0.3047091412742382,140,0.19390581717451524,117,0.16204986149584488,66,0.09141274238227147,10,0.013850415512465374
MA,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/15/21,103,93,466,448,0.9613733905579399,351,0.7532188841201717,253,0.5429184549356223,113,0.24248927038626608,64,0.13733905579399142,0,0
MA,RN,Endorsement+Exam+Other+Unknown,2020,66,44,10220,6359,0.622211350293542,3714,0.3634050880626223,2131,0.20851272015655578,1448,0.1416829745596869,779,0.07622309197651664,100,0.009784735812133072
MA,RN,Endorsement+Exam+Other+Unknown,2021,64,41,8698,5347,0.6147390204644746,2912,0.3347896068061623,1546,0.1777420096573925,1055,0.12129225109220511,568,0.06530236836054265,124,0.014256150839273396
MA,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/15/21,112,95,3835,3585,0.9348109517601043,2840,0.7405475880052151,2241,0.584354628422425,1226,0.3196870925684485,695,0.18122555410691005,0,0
ME,LPN,Endorsement+Exam+Other+Unknown,2020,44,28,70,29,0.4142857142857143,13,0.18571428571428572,7,0.1,5,0.07142857142857142,3,0.04285714285714286,0,0
ME,LPN,Endorsement+Exam+Other+Unknown,2021,53,33,101,55,0.5445544554455446,23,0.22772277227722773,13,0.12871287128712872,9,0.0891089108910891,5,0.04950495049504951,1,0.009900990099009901
ME,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/21/21,154,166.5,54,52,0.9629629629629629,45,0.8333333333333334,37,0.6851851851851852,36,0.6666666666666666,23,0.42592592592592593,0,0
ME,RN,Endorsement+Exam+Other+Unknown,2020,49,38,1797,1090,0.6065664997217585,464,0.2582081246521981,210,0.11686143572621036,103,0.057317751808569836,41,0.022815804117974403,0,0
ME,RN,Endorsement+Exam+Other+Unknown,2021,60,39,1887,1188,0.629570747217806,563,0.2983571807101219,294,0.15580286168521462,173,0.09167991520932697,111,0.058823529411764705,20,0.010598834128245893
ME,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/21/21,132,122,467,449,0.961456102783726,343,0.734475374732334,285,0.6102783725910065,237,0.5074946466809421,137,0.29336188436830835,0,0
MI,LPN,Endorsement+Exam+Other+Unknown,2020,71,42,1295,834,0.644015444015444,417,0.322007722007722,247,0.19073359073359072,172,0.13281853281853281,102,0.07876447876447877,32,0.02471042471042471
MI,LPN,Endorsement+Exam+Other+Unknown,2021,73,44,1058,695,0.6568998109640832,384,0.3629489603024575,237,0.22400756143667297,165,0.15595463137996218,95,0.08979206049149338,20,0.01890359168241966
MI,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,147,153.5,314,305,0.9713375796178344,262,0.8343949044585988,216,0.6878980891719745,183,0.5828025477707006,99,0.31528662420382164,0,0
MI,RN,Endorsement+Exam+Other+Unknown,2020,80,60,9270,6870,0.7411003236245954,4552,0.49104638619201724,2613,0.28187702265372166,1599,0.17249190938511327,709,0.07648327939590076,169,0.018230852211434737
MI,RN,Endorsement+Exam+Other+Unknown,2021,76,56,9063,6536,0.7211740041928721,4140,0.4568023833167825,2206,0.2434072602890875,1254,0.13836477987421383,606,0.06686527639854353,203,0.022398764206112767
MI,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,140,142,2035,1969,0.9675675675675676,1661,0.8162162162162162,1404,0.6899262899262899,1151,0.5656019656019656,693,0.34054054054054056,0,0
MN,LPN,Endorsement+Exam+Other+Unknown,2020,94,68.5,2244,2050,0.9135472370766489,1314,0.5855614973262032,756,0.33689839572192515,490,0.21836007130124777,230,0.10249554367201426,36,0.016042780748663103
MN,LPN,Endorsement+Exam+Other+Unknown,2021,113,77,1944,1896,0.9753086419753086,1356,0.6975308641975309,768,0.3950617283950617,466,0.2397119341563786,266,0.1368312757201646,82,0.04218106995884774
MN,RN,Endorsement+Exam+Other+Unknown,2020,95,71,15026,13706,0.9121522693997072,9262,0.616398243045388,5158,0.3432716624517503,3178,0.21150006655131107,1598,0.10634899507520298,236,0.015706109410355384
MN,RN,Endorsement+Exam+Other+Unknown,2021,112,83,13240,12840,0.9697885196374623,9498,0.7173716012084592,5878,0.44395770392749245,3388,0.25589123867069485,1660,0.12537764350453173,418,0.03157099697885196
MS,LPN,Endorsement+Exam+Other+Unknown,2020,96,87,543,523,0.9631675874769797,403,0.7421731123388582,257,0.4732965009208103,133,0.24493554327808473,31,0.0570902394106814,1,0.001841620626151013
MS,LPN,Endorsement+Exam+Other+Unknown,2021,86,72,600,554,0.9233333333333333,373,0.6216666666666667,193,0.32166666666666666,110,0.18333333333333332,34,0.056666666666666664,1,0.0016666666666666668
MS,RN,Endorsement+Exam+Other+Unknown,2020,97,77,717,622,0.8675034867503487,426,0.5941422594142259,310,0.43235704323570434,211,0.29428172942817293,95,0.13249651324965134,1,0.001394700139470014
MS,RN,Endorsement+Exam+Other+Unknown,2021,92,85,2347,2136,0.9100979974435449,1625,0.6923732424371538,1096,0.46697912228376653,506,0.2155943757988922,111,0.04729441840647635,2,8.521516829995739e-4
MT,LPN,Endorsement+Exam+Other+Unknown,2020,69,59,111,87,0.7837837837837838,52,0.46846846846846846,21,0.1891891891891892,8,0.07207207207207207,6,0.05405405405405406,0,0
MT,LPN,Endorsement+Exam+Other+Unknown,2021,69,59,90,63,0.7,45,0.5,22,0.24444444444444444,14,0.15555555555555556,4,0.044444444444444446,0,0
MT,LPN,Endorsement+Exam+Other+Unknown,Pending as of 11/19/21,157,143,29,29,1,29,1,20,0.6896551724137931,16,0.5517241379310345,14,0.4827586206896552,0,0
MT,RN,Endorsement+Exam+Other+Unknown,2020,71,55,1736,1215,0.6998847926267281,786,0.45276497695852536,418,0.24078341013824886,218,0.12557603686635946,106,0.06105990783410138,14,0.008064516129032258
MT,RN,Endorsement+Exam+Other+Unknown,2021,84,57,1757,1228,0.6989186112692088,848,0.48264086511098464,572,0.3255549231644849,360,0.20489470688673875,185,0.10529311326124074,26,0.014797951052931132
MT,RN,Endorsement+Exam+Other+Unknown,Pending as of 11/19/21,156,139,756,756,1,720,0.9523809523809523,545,0.7208994708994709,428,0.5661375661375662,271,0.3584656084656085,0,0
NC,LPN,Endorsement+Exam+Other+Unknown,2020,79,61,1412,1240,0.8781869688385269,709,0.5021246458923513,375,0.26558073654390935,234,0.16572237960339944,96,0.0679886685552408,7,0.004957507082152974
NC,LPN,Endorsement+Exam+Other+Unknown,2021,83,59,1173,1002,0.8542199488491049,569,0.48508098891730606,302,0.257459505541347,201,0.17135549872122763,130,0.11082693947144075,6,0.005115089514066497
NC,RN,Endorsement+Exam+Other+Unknown,2020,82,70,9400,8359,0.8892553191489362,5506,0.5857446808510638,3079,0.3275531914893617,1579,0.16797872340425532,571,0.06074468085106383,23,0.0024468085106382977
NC,RN,Endorsement+Exam+Other+Unknown,2021,83,69,9302,8268,0.8888411094388303,5418,0.5824553859385079,2863,0.3077832724145345,1474,0.15846054611911417,598,0.06428725005375188,23,0.0024725865405289186
NE,LPN,Endorsement+Exam+Other+Unknown,2020,81,72,283,246,0.8692579505300353,163,0.5759717314487632,92,0.3250883392226148,38,0.13427561837455831,15,0.053003533568904596,0,0
NE,LPN,Endorsement+Exam+Other+Unknown,2021,65,57,356,304,0.8539325842696629,161,0.45224719101123595,66,0.1853932584269663,23,0.06460674157303371,9,0.025280898876404494,0,0
NE,LPN,Endorsement+Exam+Other+Unknown,Pending as of 09/23/21,59,56,41,28,0.6829268292682927,18,0.43902439024390244,9,0.21951219512195122,4,0.0975609756097561,0,0,0,0
NE,RN,Endorsement+Exam+Other+Unknown,2020,74,63,1971,1543,0.7828513444951801,1027,0.5210553018772197,649,0.32927447995941145,336,0.1704718417047184,61,0.030948756976154235,1,5.073566717402334e-4
NE,RN,Endorsement+Exam+Other+Unknown,2021,70,59,1746,1325,0.7588774341351661,850,0.4868270332187858,537,0.3075601374570447,240,0.13745704467353953,32,0.018327605956471937,2,0.001145475372279496
NE,RN,Endorsement+Exam+Other+Unknown,Pending as of 09/23/21,55,38,262,155,0.5916030534351145,91,0.3473282442748092,59,0.22519083969465647,30,0.11450381679389313,10,0.03816793893129771,0,0
NH,LPN,Endorsement+Exam+Other+Unknown,2020,46,36.5,246,149,0.6056910569105691,59,0.23983739837398374,21,0.08536585365853659,14,0.056910569105691054,3,0.012195121951219513,0,0
NH,LPN,Endorsement+Exam+Other+Unknown,2021,65,51,163,123,0.754601226993865,61,0.37423312883435583,32,0.19631901840490798,21,0.12883435582822086,8,0.049079754601226995,0,0
NH,LPN,Endorsement+Exam+Other+Unknown,Pending as of 11/18/21,153,140.5,44,44,1,42,0.9545454545454546,29,0.6590909090909091,27,0.6136363636363636,14,0.3181818181818182,0,0
NH,RN,Endorsement+Exam+Other+Unknown,2020,42,32,2098,1098,0.5233555767397522,416,0.1982840800762631,156,0.07435653002859867,76,0.03622497616777884,38,0.01811248808388942,1,4.7664442326024784e-4
NH,RN,Endorsement+Exam+Other+Unknown,2021,52,42,1760,1239,0.7039772727272727,495,0.28125,188,0.10681818181818181,98,0.05568181818181818,37,0.021022727272727273,0,0
NH,RN,Endorsement+Exam+Other+Unknown,Pending as of 11/18/21,145,118,329,329,1,312,0.9483282674772037,219,0.6656534954407295,162,0.49240121580547114,96,0.2917933130699088,0,0
NJ,LPN,Endorsement+Exam+Other+Unknown,2020,112,79,1231,1159,0.9415109666937449,828,0.6726238830219334,541,0.4394800974817222,352,0.2859463850528026,194,0.15759545085296506,40,0.03249390739236393
NJ,LPN,Endorsement+Exam+Other+Unknown,2021,127,73,1002,877,0.875249500998004,591,0.5898203592814372,404,0.4031936127744511,302,0.3013972055888224,197,0.1966067864271457,83,0.08283433133732535
NJ,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/05/21,109,88,585,531,0.9076923076923077,413,0.705982905982906,281,0.48034188034188036,194,0.3316239316239316,102,0.17435897435897435,0,0
NJ,RN,Endorsement+Exam+Other+Unknown,2020,101,79,8101,7555,0.9326009134674732,5448,0.672509566720158,3352,0.41377607702752744,1960,0.24194543883471176,906,0.11183804468584126,145,0.017899024811751634
NJ,RN,Endorsement+Exam+Other+Unknown,2021,94,70,7468,6320,0.8462774504552758,4336,0.5806106052490627,2526,0.338243170862346,1395,0.18679700053561865,732,0.09801821103374397,226,0.03026245313336904
NJ,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/05/21,109,95,2865,2426,0.8467713787085515,1896,0.66178010471204185,1463,0.5106457242582897,1161,0.40523560209424087,534,0.18638743455497384,0,0
NM,LPN,Endorsement+Exam+Other+Unknown,2020,56,44,222,149,0.6711711711711712,73,0.32882882882882886,36,0.16216216216216217,16,0.07207207207207207,3,0.013513513513513514,0,0
NM,LPN,Endorsement+Exam+Other+Unknown,2021,56,39,138,88,0.6376811594202898,33,0.2391304347826087,16,0.11594202898550725,10,0.07246376811594203,3,0.021739130434782608,2,0.014492753623188406
NM,LPN,Endorsement+Exam+Other+Unknown,Pending as of 11/03/21,107,93,19,19,1,18,0.9473684210526315,11,0.5789473684210527,6,0.3157894736842105,0,0,0,0
NM,RN,Endorsement+Exam+Other+Unknown,2020,63,46,2398,1634,0.6814011676396997,878,0.36613844870725604,544,0.2268557130942452,332,0.13844870725604672,114,0.0475396163469558,3,0.0012510425354462051
NM,RN,Endorsement+Exam+Other+Unknown,2021,58,41,2000,1208,0.604,685,0.3425,393,0.1965,269,0.1345,69,0.0345,4,0.002
NM,RN,Endorsement+Exam+Other+Unknown,Pending as of 11/03/21,98,91,704,704,1,554,0.7869318181818182,355,0.5042613636363636,220,0.3125,7,0.009943181818181818,0,0
OH,LPN,Endorsement+Exam+Other+Unknown,2020,73,52,3802,2757,0.7251446607048921,1634,0.4297738032614413,978,0.2572330352446081,609,0.1601788532351394,268,0.07048921620199895,30,0.007890583903208837
OH,LPN,Endorsement+Exam+Other+Unknown,2021,85,64,2623,1917,0.7308425467022494,1374,0.5238276782310332,833,0.31757529546321006,506,0.19290888295844452,292,0.11132291269538697,50,0.019062142584826535
OH,LPN,Endorsement+Exam+Other+Unknown,Pending as of 09/28/21,110,92,2194,1869,0.8518687329079307,1464,0.6672743846855059,1117,0.5091157702825889,858,0.3910665451230629,456,0.20783956244302643,0,0
OH,RN,Endorsement+Exam+Other+Unknown,2020,75,59,13902,10953,0.7878722485973241,6775,0.48733995108617467,3851,0.2770105020860308,2125,0.15285570421522082,788,0.05668249172780895,91,0.006545820745216516
OH,RN,Endorsement+Exam+Other+Unknown,2021,87,71,12859,10345,0.8044949062913135,7722,0.6005132591958939,4550,0.3538377789874796,2605,0.20258184928843612,1198,0.09316432070923089,131,0.010187417373046116
OH,RN,Endorsement+Exam+Other+Unknown,Pending as of 09/28/21,115,98,7326,6117,0.834971334971335,5004,0.683046683046683,3879,0.5294840294840295,3049,0.4161889161889162,1862,0.25416325416325414,0,0
OK,LPN,Endorsement+Exam+Other+Unknown,2020,36,40,14,9,0.6428571428571429,1,0.07142857142857142,0,0,0,0,0,0,0,0
OK,LPN,Endorsement+Exam+Other+Unknown,2021,86,71,801,654,0.8164794007490637,463,0.5780274656679151,294,0.36704119850187267,166,0.20724094881398253,81,0.10112359550561797,0,0
OK,LPN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,129,119.5,266,238,0.8947368421052632,204,0.7669172932330827,172,0.6466165413533834,126,0.47368421052631576,68,0.2556390977443609,0,0
OK,RN,Endorsement+Exam+Other+Unknown,2020,14,8,228,30,0.13157894736842105,4,0.017543859649122806,0,0,0,0,0,0,0,0
OK,RN,Endorsement+Exam+Other+Unknown,2021,54,50,3177,2027,0.6380232924142273,1330,0.4186339313818067,651,0.2049102927289896,172,0.054139124960654705,35,0.011016682404784388,0,0
OK,RN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,159,170,555,537,0.9675675675675676,474,0.8540540540540541,429,0.772972972972973,386,0.6954954954954955,239,0.4306306306306306,0,0
OR,LPN,Endorsement+Exam+Other+Unknown,2020,78,52.5,506,408,0.8063241106719368,215,0.424901185770751,114,0.22529644268774704,74,0.14624505928853754,43,0.08498023715415019,5,0.009881422924901186
OR,LPN,Endorsement+Exam+Other+Unknown,2021,73,43,512,334,0.65234375,163,0.318359375,100,0.1953125,73,0.142578125,47,0.091796875,11,0.021484375
OR,RN,Endorsement+Exam+Other+Unknown,2020,64,45,7139,4656,0.6521921837792408,2726,0.381846196946351,1557,0.21809777279731055,893,0.1250875472755288,395,0.05532987813419246,19,0.0026614371760750807
OR,RN,Endorsement+Exam+Other+Unknown,2021,61,38,7053,4292,0.6085353750177229,2299,0.32596058414858925,1354,0.1919750460796824,742,0.1052034595207713,350,0.04962427335885439,54,0.0076563164610803916
PA,LPN,Endorsement+Exam+Other+Unknown,2020,118,95,1964,1884,0.9592668024439919,1518,0.7729124236252546,1035,0.5269857433808554,676,0.34419551934826886,334,0.17006109979633402,37,0.01883910386965377
PA,LPN,Endorsement+Exam+Other+Unknown,2021,152,112,1701,1680,0.9876543209876543,1418,0.8336272780717225,1040,0.6114050558495003,780,0.4585537918871252,433,0.25455614344503236,122,0.07172251616696061
PA,LPN,Endorsement+Exam+Other+Unknown,Pending as of 09/25/21,92,71.5,668,501,0.75,347,0.5194610778443114,263,0.3937125748502994,193,0.28892215568862273,131,0.19610778443113772,0,0
PA,RN,Endorsement+Exam+Other+Unknown,2020,103,87,11366,10107,0.8892310399436917,8205,0.7218898469118423,5427,0.4774766848495513,3121,0.2745908850959001,1324,0.1164877705437269,165,0.014516980468062643
PA,RN,Endorsement+Exam+Other+Unknown,2021,119,96,10243,10019,0.9781314068144098,8284,0.808747437274236,5580,0.5447622766767548,3324,0.324514302450454,1449,0.14146246216928635,274,0.026749975593087963
PA,RN,Endorsement+Exam+Other+Unknown,Pending as of 09/25/21,95,79,2867,2309,0.8053714684339031,1781,0.6212068364143705,1285,0.4482036972445064,911,0.3177537495640042,395,0.13777467736309731,0,0
SC,LPN,Endorsement+Exam+Other+Unknown,2020,54,41,836,522,0.6244019138755981,219,0.2619617224880383,107,0.12799043062200957,70,0.08373205741626795,35,0.041866028708133975,5,0.005980861244019139
SC,LPN,Endorsement+Exam+Other+Unknown,2021,58,37,617,384,0.6223662884927067,165,0.26742301458670986,94,0.15235008103727715,67,0.1085899513776337,35,0.05672609400324149,5,0.008103727714748784
SC,RN,Endorsement+Exam+Other+Unknown,2020,54,45,4859,3185,0.6554846676270838,1647,0.33895863346367566,678,0.13953488372093023,313,0.06441654661452974,124,0.025519654249845647,18,0.003704465939493723
