data_state,lic_type,standard_app_type,year,mean,median,count,count_over30days,pct_over30days,count_over60days,pct_over60days,count_over90days,pct_over90days,count_over120days,pct_over120days,count_over180days,pct_over180days,count_over1year,pct_over1year
HI,LPN+RN,Endorsement+Exam+Other+Unknown,2021,52,51,1746,1099,0.629438717067583,738,0.422680412371134,360,0.20618556701030927,120,0.06872852233676977,3,0.001718213058419244,0,0
HI,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 11/19/21,138,112,1554,1554,1,1513,0.9736164736164736,1035,0.666023166023166,727,0.46782496782496785,459,0.2953667953667954,0,0
IA,LPN+RN,Endorsement+Exam+Other+Unknown,2020,77,61,3734,3176,0.850562399571505,1873,0.501606855918586,917,0.2455811462238886,518,0.1387252276379218,237,0.06347080878414568,36,0.0096411355115158
IA,LPN+RN,Endorsement+Exam+Other+Unknown,2021,76,59,3282,2800,0.8531383302864107,1603,0.4884216940889701,802,0.24436319317489336,420,0.12797074954296161,202,0.061547836684948204,28,0.008531383302864107
IA,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,136,121,933,901,0.9657020364415863,744,0.797427652733119,607,0.6505894962486602,467,0.5005359056806002,264,0.2829581993569132,0,0
IL,LPN+RN,Endorsement+Exam+Other+Unknown,2020,100,76,15242,11911,0.7814591260989372,9327,0.6119275685605564,5924,0.3886629051305603,3800,0.24931111402703057,2035,0.13351266238026505,506,0.03319774307833618
IL,LPN+RN,Endorsement+Exam+Other+Unknown,2021,108,69,13119,10272,0.7829865081179967,7488,0.5707752115252687,4597,0.3504078054729781,2977,0.22692278374876135,1806,0.1376629316258861,751,0.05724521686104124
IN,LPN+RN,Endorsement+Exam+Other+Unknown,2020,88,75,8879,7173,0.8078612456357698,5367,0.6044599617073995,3494,0.3935127829710553,2112,0.23786462439463904,673,0.07579682396666292,87,0.009798400720801893
IN,LPN+RN,Endorsement+Exam+Other+Unknown,2021,91,79,6420,5312,0.8274143302180685,4062,0.6327102803738318,2716,0.42305295950155763,1426,0.2221183800623053,465,0.07242990654205607,71,0.011059190031152648
IN,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/07/21,106,78,2741,2315,0.8445822692448012,1583,0.5775264502006567,1251,0.4564027727106895,991,0.3615468807004743,630,0.22984312294782927,0,0
KY,LPN+RN,Endorsement+Exam+Other+Unknown,2020,87,71,5413,4662,0.861259929798633,3209,0.5928320709403289,1954,0.36098281913910957,1037,0.19157583595048958,366,0.06761500092370219,61,0.011269166820617033
KY,LPN+RN,Endorsement+Exam+Other+Unknown,2021,86,64,4788,3641,0.7604427736006684,2549,0.5323725981620718,1504,0.3141186299081036,862,0.18003341687552213,415,0.0866750208855472,120,0.02506265664160401
LA,LPN+RN,Endorsement+Exam+Other+Unknown,2020,97,75,1078,1004,0.9313543599257885,709,0.6576994434137291,407,0.37755102040816324,216,0.20037105751391465,97,0.08998144712430427,28,0.025974025974025976
LA,LPN+RN,Endorsement+Exam+Other+Unknown,2021,98,74,828,781,0.9432367149758454,574,0.6932367149758454,271,0.3272946859903382,142,0.17149758454106281,74,0.0893719806763285,19,0.022946859903381644
LA,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/06/21,120,133,255,221,0.8666666666666667,196,0.7686274509803922,156,0.611764705882353,140,0.5490196078431373,38,0.14901960784313725,0,0
MA,LPN+RN,Endorsement+Exam+Other+Unknown,2020,66,44,11198,7066,0.63100553670298265,4089,0.36515449187354887,2328,0.2078942668333631,1577,0.1408287194141811,845,0.0754599035542061,112,0.010001786033220219
MA,LPN+RN,Endorsement+Exam+Other+Unknown,2021,64,40,9420,5823,0.6181528662420382,3132,0.332484076433121,1686,0.1789808917197452,1172,0.12441613588110403,634,0.0673036093418259,134,0.014225053078556264
MA,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/15/21,111,95,4301,4033,0.9376889095559172,3191,0.7419204836084632,2494,0.5798651476400837,1339,0.31132294815159267,759,0.17647058823529413,0,0
ME,LPN+RN,Endorsement+Exam+Other+Unknown,2020,49,38,1867,1119,0.5993572576325656,477,0.25549009105516873,217,0.11622924477771826,108,0.0578468130690948,44,0.023567220139260846,0,0
ME,LPN+RN,Endorsement+Exam+Other+Unknown,2021,59,39,1988,1243,0.6252515090543259,586,0.2947686116700201,307,0.15442655935613683,182,0.09154929577464789,116,0.05835010060362173,21,0.01056338028169014
ME,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/21/21,135,126,521,501,0.9616122840690979,388,0.744721689059501,322,0.6180422264875239,273,0.5239923224568138,160,0.30710172744721687,0,0
MI,LPN+RN,Endorsement+Exam+Other+Unknown,2020,79,57,10565,7704,0.7292001893043066,4969,0.4703265499290109,2860,0.2707051585423568,1771,0.16762896355892096,811,0.07676289635589209,201,0.01902508282063417
MI,LPN+RN,Endorsement+Exam+Other+Unknown,2021,76,55,10121,7231,0.7144550933702203,4524,0.4469914040114613,2443,0.2413793103448276,1419,0.14020353719988143,701,0.06926193063926489,223,0.02203339590949511
MI,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,141,145,2349,2274,0.9680715197956578,1923,0.8186462324393359,1620,0.6896551724137931,1334,0.5679012345679012,792,0.3371647509578544,0,0
MN,LPN+RN,Endorsement+Exam+Other+Unknown,2020,95,71,17270,15756,0.9123335263462652,10576,0.6123914302258251,5914,0.3424435437174291,3668,0.21239143022582513,1828,0.10584829183555299,272,0.0157498552403011
MN,LPN+RN,Endorsement+Exam+Other+Unknown,2021,112,83,15184,14736,0.9704952581664911,10854,0.714831401475237,6646,0.43769757639620654,3854,0.2538198103266596,1926,0.12684404636459432,500,0.03292939936775553
MS,LPN+RN,Endorsement+Exam+Other+Unknown,2020,97,83,1260,1145,0.9087301587301587,829,0.6579365079365079,567,0.45,344,0.273015873015873,126,0.1,2,0.0015873015873015873
MS,LPN+RN,Endorsement+Exam+Other+Unknown,2021,90,82,2947,2690,0.9127926705123854,1998,0.6779776043434,1289,0.4373939599592806,616,0.20902612826603326,145,0.049202578893790296,3,0.0010179843909060061
MT,LPN+RN,Endorsement+Exam+Other+Unknown,2020,71,55,1847,1302,0.7049269085002707,838,0.45370871683811587,439,0.23768272874932322,226,0.12236058473199783,112,0.06063887384948565,14,0.007579859231185706
MT,LPN+RN,Endorsement+Exam+Other+Unknown,2021,84,57,1847,1291,0.6989713048186248,893,0.48348673524634544,594,0.32160259880887926,374,0.20249052517596103,189,0.10232809962100704,26,0.014076881429344884
MT,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 11/19/21,156,139,785,785,1,749,0.954140127388535,565,0.7197452229299363,444,0.5656050955414013,285,0.3630573248407643,0,0
NC,LPN+RN,Endorsement+Exam+Other+Unknown,2020,82,68,10812,9599,0.887809840917499,6215,0.5748242693303737,3454,0.3194598594154643,1813,0.16768405475397707,667,0.06169071402145764,30,0.002774694783573807
NC,LPN+RN,Endorsement+Exam+Other+Unknown,2021,83,68,10475,9270,0.8849642004773269,5987,0.5715513126491647,3165,0.30214797136038185,1675,0.15990453460620524,728,0.06949880668257756,29,0.0027684964200477328
NE,LPN+RN,Endorsement+Exam+Other+Unknown,2020,75,64,2254,1789,0.7937000887311446,1190,0.5279503105590062,741,0.3287488908606921,374,0.16592724046140195,76,0.03371783496007098,1,4.4365572315882877e-4
NE,LPN+RN,Endorsement+Exam+Other+Unknown,2021,69,58,2102,1629,0.774976213130352,1011,0.4809705042816365,603,0.28686964795432923,263,0.12511893434823979,41,0.01950523311132255,2,9.514747859181732e-4
NE,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 09/23/21,55,45,303,183,0.6039603960396039,109,0.35973597359735976,68,0.22442244224422442,34,0.11221122112211221,10,0.033003300330033,0,0
NH,LPN+RN,Endorsement+Exam+Other+Unknown,2020,42,33,2344,1247,0.5319965870307167,475,0.20264505119453924,177,0.07551194539249147,90,0.03839590443686007,41,0.01749146757679181,1,4.266211604095563e-4
NH,LPN+RN,Endorsement+Exam+Other+Unknown,2021,53,43,1923,1362,0.7082683307332294,556,0.2891315652626105,220,0.11440457618304732,119,0.06188247529901196,45,0.0234009360374415,0,0
NH,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 11/18/21,146,121,373,373,1,354,0.9490616621983914,248,0.6648793565683646,189,0.5067024128686327,110,0.2949061662198391,0,0
NJ,LPN+RN,Endorsement+Exam+Other+Unknown,2020,102,79,9332,8714,0.9337762537505357,6276,0.672524646378054,3893,0.41716673810544364,2312,0.24774967852550364,1100,0.1178739819974282,185,0.01982426060865838
NJ,LPN+RN,Endorsement+Exam+Other+Unknown,2021,98,70,8470,7197,0.8497048406139315,4927,0.5817001180637544,2930,0.345926800472255,1697,0.20035419126328216,929,0.10968122786304604,309,0.03648170011806375
NJ,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/05/21,109,92,3450,2957,0.8571014492753624,2309,0.6692753623188405,1744,0.5055072463768115,1355,0.3927536231884058,636,0.18434782608695652,0,0
NM,LPN+RN,Endorsement+Exam+Other+Unknown,2020,63,46,2620,1783,0.6805343511450381,951,0.36297709923664123,580,0.22137404580152673,348,0.13282442748091602,117,0.04465648854961832,3,0.0011450381679389313
NM,LPN+RN,Endorsement+Exam+Other+Unknown,2021,58,41,2138,1296,0.6061739943872778,718,0.33582787652011226,409,0.19130028063610852,279,0.1304957904583723,72,0.03367633302151544,6,0.002806361085126286
NM,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 11/03/21,99,91,723,723,1,572,0.7911479944674965,366,0.5062240663900415,226,0.31258644536652835,7,0.009681881051175657,0,0
OH,LPN+RN,Endorsement+Exam+Other+Unknown,2020,75,57,17704,13710,0.7744012652507908,8409,0.4749774062358789,4829,0.27276321735201087,2734,0.1544283777677361,1056,0.0596475372797108,121,0.0068346136466335295
OH,LPN+RN,Endorsement+Exam+Other+Unknown,2021,87,70,15482,12262,0.7920165353313525,9096,0.5875209921198812,5383,0.34769409636997806,3111,0.20094303061619945,1490,0.09624079576282134,181,0.011690995995349437
OH,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 09/28/21,114,97,9520,7986,0.8388655462184874,6468,0.6794117647058824,4996,0.5247899159663866,3907,0.41039915966386553,2318,0.2434873949579832,0,0
OK,LPN+RN,Endorsement+Exam+Other+Unknown,2020,15,9,242,39,0.16115702479338842,5,0.02066115702479339,0,0,0,0,0,0,0,0
OK,LPN+RN,Endorsement+Exam+Other+Unknown,2021,60,54,3978,2681,0.6739567621920564,1793,0.450729009552539,945,0.23755656108597284,338,0.08496732026143791,116,0.029160382101558573,0,0
OK,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/20/21,149,156,821,775,0.9439707673568819,678,0.8258221680876979,601,0.7320341047503045,512,0.6236297198538368,307,0.37393422655298414,0,0
OR,LPN+RN,Endorsement+Exam+Other+Unknown,2020,65,46,7645,5064,0.6623937213865272,2941,0.3846958796599084,1671,0.21857423152387181,967,0.12648790058862,438,0.05729234793982996,24,0.0031393067364290385
OR,LPN+RN,Endorsement+Exam+Other+Unknown,2021,62,38,7565,4626,0.6115003304692663,2462,0.3254461335095836,1454,0.1922009253139458,815,0.10773298083278256,397,0.05247851949768671,65,0.008592200925313946
PA,LPN+RN,Endorsement+Exam+Other+Unknown,2020,106,88,13330,11991,0.8995498874718679,9723,0.7294073518379595,6462,0.4847711927981995,3797,0.2848462115528882,1658,0.12438109527381845,202,0.015153788447111778
PA,LPN+RN,Endorsement+Exam+Other+Unknown,2021,124,97,11944,11699,0.9794876088412592,9702,0.8122906898861353,6620,0.5542531815137307,4104,0.3436034829202947,1882,0.15756865371734763,396,0.03315472203616879
PA,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 09/25/21,94,77,3535,2810,0.7949080622347949,2128,0.601980198019802,1548,0.4379066478076379,1104,0.3123055162659123,526,0.1487977369165488,0,0
SC,LPN+RN,Endorsement+Exam+Other+Unknown,2020,54,44,5695,3707,0.6509218612818262,1866,0.3276558384547849,785,0.13784021071115013,383,0.06725197541703248,159,0.02791922739244952,23,0.004038630377524144
SC,LPN+RN,Endorsement+Exam+Other+Unknown,2021,53,42,5012,3237,0.6458499600957701,1565,0.3122505985634477,630,0.12569832402234637,334,0.06664006384676775,158,0.031524341580207504,19,0.003790901835594573
TN,LPN+RN,Endorsement+Exam+Other+Unknown,2020,62,53,8470,6549,0.7731995277449822,3343,0.3946871310507674,1195,0.141086186540732,662,0.0781582054309327,262,0.03093270365997639,35,0.004132231404958678
TN,LPN+RN,Endorsement+Exam+Other+Unknown,2021,70,59,7504,6185,0.824227078891258,3600,0.47974413646055436,1456,0.19402985074626866,685,0.09128464818763327,276,0.036780383795309166,57,0.007595948827292111
TX,LPN+RN,Endorsement+Exam+Other+Unknown,2020,75,74,5147,4536,0.8812900718865359,3324,0.6458130950068001,1679,0.32620944239362737,597,0.1159898970273946,14,0.002720031086069555,0,0
TX,LPN+RN,Endorsement+Exam+Other+Unknown,2021,105,102,22642,20358,0.8991255189470895,17540,0.7746665488914407,13352,0.5897005564879427,8169,0.360789682890204,1735,0.0766275064040279,44,0.001943291228690045
TX,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/01/21,108,86,12648,9516,0.7523719165085389,7313,0.5781941808981658,6216,0.49146110056925996,5172,0.4089184060721063,3213,0.2540322580645161,0,0
VA,LPN+RN,Endorsement+Exam+Other+Unknown,2020,89,70,9163,7609,0.8304048892284186,5541,0.6047146131179745,3142,0.3429007966823093,1783,0.19458692567936264,789,0.08610717014078359,159,0.01735239550365601
VA,LPN+RN,Endorsement+Exam+Other+Unknown,2021,82,68,7913,5996,0.7577404271452041,4590,0.5800581321875395,2218,0.28029824339694176,1214,0.1534184253759636,644,0.08138506255528877,145,0.018324276507013775
VT,LPN+RN,Endorsement+Exam+Other+Unknown,2020,16,1,3450,576,0.16695652173913045,307,0.08898550724637681,161,0.04666666666666667,96,0.02782608695652174,34,0.009855072463768115,6,0.0017391304347826088
VT,LPN+RN,Endorsement+Exam+Other+Unknown,2021,16,1,3062,538,0.17570215545395165,262,0.08556499020248204,110,0.035924232527759635,51,0.016655780535597648,21,0.006858262573481384,4,0.0013063357282821686
VT,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 09/23/21,81,72,246,176,0.7154471544715447,138,0.5609756097560976,104,0.42276422764227645,75,0.3048780487804878,5,0.02032520325203252,0,0
WV,LPN+RN,Endorsement+Exam+Other+Unknown,2020,72,65,2087,1564,0.7494010541447054,1112,0.5328222328701485,674,0.3229516051748922,347,0.16626736942980355,48,0.022999520843315763,0,0
WV,LPN+RN,Endorsement+Exam+Other+Unknown,2021,75,69,1972,1518,0.7697768762677485,1124,0.5699797160243407,661,0.3351926977687627,351,0.17799188640973632,53,0.0268762677484787,1,5.070993914807302e-4
WV,LPN+RN,Endorsement+Exam+Other+Unknown,Pending as of 10/07/21,98,80,689,594,0.8621190130624092,406,0.5892597968069666,314,0.45573294629898403,248,0.3599419448476052,83,0.1204644412191582,0,0
WY,LPN+RN,Endorsement+Exam+Other+Unknown,2020,66,48,718,504,0.7019498607242339,272,0.3788300835654596,142,0.1977715877437326,92,0.12813370473537605,42,0.0584958217270195,1,0.001392757660167131
WY,LPN+RN,Endorsement+Exam+Other+Unknown,2021,61,47.5,590,418,0.7084745762711865,223,0.37796610169491524,108,0.18305084745762712,54,0.09152542372881356,19,0.03220338983050847,2,0.003389830508474576
